file,iao_id,iao_name,count
PMC3117678_v1.json,IAO:0000317,methods section,1
PMC3117678_v1.json,IAO:0000319,discussion section,1
PMC3117678_v1.json,IAO:0000305,document title,0
PMC3117678_v1.json,IAO:0000318,results section,0
PMC3117678_v1.json,IAO:0000323,author contributions section,0
PMC3117678_v1.json,IAO:0000615,conclusion section,0
PMC3117678_v1.json,IAO:0000616,conflict of interest section,0
PMC3161313_v1.json,IAO:0000319,discussion section,6
PMC3161313_v1.json,IAO:0000317,methods section,4
PMC3161313_v1.json,IAO:0000318,results section,1
PMC3161313_v1.json,IAO:0000305,document title,0
PMC3161313_v1.json,IAO:0000315,textual abstract section,0
PMC3161313_v1.json,IAO:0000316,introduction section,0
PMC3161313_v1.json,IAO:0000324,acknowledgements section,0
PMC3169453_v1.json,IAO:0000317,methods section,1
PMC3169453_v1.json,IAO:0000633,materials section,1
PMC3169453_v1.json,IAO:0000305,document title,0
PMC3169453_v1.json,IAO:0000315,textual abstract section,0
PMC3169453_v1.json,IAO:0000316,introduction section,0
PMC3169453_v1.json,IAO:0000318,results section,0
PMC3169453_v1.json,IAO:0000319,discussion section,0
PMC3169453_v1.json,IAO:0000323,author contributions section,0
PMC3169453_v1.json,IAO:0000606,abbreviations section,0
PMC3169453_v1.json,IAO:0000615,conclusion section,0
PMC3169453_v1.json,IAO:0000616,conflict of interest section,0
PMC3169453_v1.json,IAO:0000630,keywords section,0
PMC3215718_v1.json,IAO:0000317,methods section,14
PMC3215718_v1.json,IAO:0000633,materials section,14
PMC3215718_v1.json,IAO:0000319,discussion section,11
PMC3215718_v1.json,IAO:0000318,results section,5
PMC3215718_v1.json,IAO:0000316,introduction section,2
PMC3215718_v1.json,IAO:0000315,textual abstract section,1
PMC3215718_v1.json,IAO:0000325,footnote section,1
PMC3215718_v1.json,IAO:0000305,document title,0
PMC3235776_v1.json,IAO:0000319,discussion section,8
PMC3235776_v1.json,IAO:0000317,methods section,7
PMC3235776_v1.json,IAO:0000315,textual abstract section,3
PMC3235776_v1.json,IAO:0000316,introduction section,2
PMC3235776_v1.json,IAO:0000305,document title,0
PMC3235776_v1.json,IAO:0000318,results section,0
PMC3235776_v1.json,IAO:0000323,author contributions section,0
PMC3235776_v1.json,IAO:0000324,acknowledgements section,0
PMC3235776_v1.json,IAO:0000616,conflict of interest section,0
PMC3283559_v1.json,IAO:0000316,introduction section,32
PMC3283559_v1.json,IAO:0000315,textual abstract section,17
PMC3283559_v1.json,IAO:0000319,discussion section,14
PMC3283559_v1.json,IAO:0000317,methods section,9
PMC3283559_v1.json,IAO:0000325,footnote section,5
PMC3283559_v1.json,IAO:0000318,results section,4
PMC3283559_v1.json,IAO:0000305,document title,2
PMC3305408_v1.json,IAO:0000316,introduction section,11
PMC3305408_v1.json,IAO:0000317,methods section,9
PMC3305408_v1.json,IAO:0000319,discussion section,9
PMC3305408_v1.json,IAO:0000633,materials section,9
PMC3305408_v1.json,IAO:0000315,textual abstract section,2
PMC3305408_v1.json,IAO:0000325,footnote section,1
PMC3305408_v1.json,IAO:0000305,document title,0
PMC3425411_v1.json,IAO:0000317,methods section,2
PMC3425411_v1.json,IAO:0000318,results section,2
PMC3425411_v1.json,IAO:0000305,document title,0
PMC3425411_v1.json,IAO:0000315,textual abstract section,0
PMC3425411_v1.json,IAO:0000316,introduction section,0
PMC3425411_v1.json,IAO:0000319,discussion section,0
PMC3425411_v1.json,IAO:0000324,acknowledgements section,0
PMC3425411_v1.json,IAO:0000325,footnote section,0
PMC3448059_v1.json,IAO:0000318,results section,7
PMC3448059_v1.json,IAO:0000319,discussion section,7
PMC3448059_v1.json,IAO:0000316,introduction section,6
PMC3448059_v1.json,IAO:0000315,textual abstract section,3
PMC3448059_v1.json,IAO:0000317,methods section,3
PMC3448059_v1.json,IAO:0000633,materials section,3
PMC3448059_v1.json,IAO:0000324,acknowledgements section,1
PMC3448059_v1.json,IAO:0000305,document title,0
PMC3448059_v1.json,IAO:0000616,conflict of interest section,0
PMC3448059_v1.json,IAO:0000630,keywords section,0
PMC3549240_v1.json,IAO:0000314,document part,4
PMC3549240_v1.json,IAO:0000305,document title,0
PMC3549240_v1.json,IAO:0000315,textual abstract section,0
PMC3549240_v1.json,IAO:0000630,keywords section,0
PMC3633429_v1.json,IAO:0000316,introduction section,5
PMC3633429_v1.json,IAO:0000318,results section,2
PMC3633429_v1.json,IAO:0000317,methods section,1
PMC3633429_v1.json,IAO:0000319,discussion section,1
PMC3633429_v1.json,IAO:0000305,document title,0
PMC3633429_v1.json,IAO:0000315,textual abstract section,0
PMC3633429_v1.json,IAO:0000323,author contributions section,0
PMC3633429_v1.json,IAO:0000623,funding source declaration section,0
PMC3633429_v1.json,IAO:0000630,keywords section,0
PMC3633429_v1.json,IAO:CUIless,disclosure section,0
PMC3634794_v1.json,IAO:0000319,discussion section,21
PMC3634794_v1.json,IAO:0000317,methods section,15
PMC3634794_v1.json,IAO:0000318,results section,8
PMC3634794_v1.json,IAO:0000316,introduction section,7
PMC3634794_v1.json,IAO:0000315,textual abstract section,3
PMC3634794_v1.json,IAO:0000305,document title,2
PMC3634794_v1.json,IAO:0000623,funding source declaration section,1
PMC3655021_v1.json,IAO:0000315,textual abstract section,2
PMC3655021_v1.json,IAO:0000317,methods section,2
PMC3655021_v1.json,IAO:0000319,discussion section,2
PMC3655021_v1.json,IAO:0000633,materials section,2
PMC3655021_v1.json,IAO:0000623,funding source declaration section,1
PMC3655021_v1.json,IAO:0000305,document title,0
PMC3655021_v1.json,IAO:0000316,introduction section,0
PMC3655021_v1.json,IAO:0000318,results section,0
PMC3659520_v1.json,IAO:0000317,methods section,9
PMC3659520_v1.json,IAO:0000633,materials section,9
PMC3659520_v1.json,IAO:0000319,discussion section,7
PMC3659520_v1.json,IAO:0000315,textual abstract section,5
PMC3659520_v1.json,IAO:0000316,introduction section,4
PMC3659520_v1.json,IAO:0000305,document title,1
PMC3659520_v1.json,IAO:0000318,results section,1
PMC3659520_v1.json,IAO:0000630,keywords section,0
PMC3793377_v1.json,IAO:0000319,discussion section,15
PMC3793377_v1.json,,participants section,10
PMC3793377_v1.json,IAO:0000317,methods section,10
PMC3793377_v1.json,IAO:0000318,results section,6
PMC3793377_v1.json,IAO:0000315,textual abstract section,5
PMC3793377_v1.json,IAO:0000316,introduction section,4
PMC3793377_v1.json,IAO:0000305,document title,0
PMC3793377_v1.json,IAO:0000325,footnote section,0
PMC3793377_v1.json,IAO:0000630,keywords section,0
PMC3819240_v1.json,IAO:0000317,methods section,3
PMC3819240_v1.json,IAO:0000319,discussion section,3
PMC3819240_v1.json,IAO:0000315,textual abstract section,1
PMC3819240_v1.json,IAO:0000316,introduction section,1
PMC3819240_v1.json,IAO:0000623,funding source declaration section,1
PMC3819240_v1.json,IAO:0000305,document title,0
PMC3819240_v1.json,IAO:0000318,results section,0
PMC3819240_v1.json,IAO:0000615,conclusion section,0
PMC3819322_v1.json,IAO:0000317,methods section,1
PMC3819322_v1.json,IAO:0000318,results section,1
PMC3819322_v1.json,IAO:0000319,discussion section,1
PMC3819322_v1.json,IAO:0000615,conclusion section,1
PMC3819322_v1.json,IAO:0000623,funding source declaration section,1
PMC3819322_v1.json,IAO:0000633,materials section,1
PMC3819322_v1.json,IAO:0000305,document title,0
PMC3819322_v1.json,IAO:0000315,textual abstract section,0
PMC3819322_v1.json,IAO:0000316,introduction section,0
PMC3833853_v1.json,IAO:0000317,methods section,9
PMC3833853_v1.json,IAO:0000316,introduction section,6
PMC3833853_v1.json,IAO:0000319,discussion section,5
PMC3833853_v1.json,IAO:0000305,document title,1
PMC3833853_v1.json,IAO:0000315,textual abstract section,1
PMC3833853_v1.json,IAO:0000323,author contributions section,1
PMC3833853_v1.json,IAO:0000318,results section,0
PMC3833853_v1.json,IAO:0000606,abbreviations section,0
PMC3833853_v1.json,IAO:0000615,conclusion section,0
PMC3833853_v1.json,IAO:0000616,conflict of interest section,0
PMC3833853_v1.json,IAO:0000630,keywords section,0
PMC3900549_v1.json,IAO:0000319,discussion section,7
PMC3900549_v1.json,IAO:0000317,methods section,4
PMC3900549_v1.json,IAO:0000318,results section,4
PMC3900549_v1.json,IAO:0000316,introduction section,2
PMC3900549_v1.json,IAO:0000305,document title,0
PMC3900549_v1.json,IAO:0000314,document part,0
PMC3900549_v1.json,IAO:0000315,textual abstract section,0
PMC3900549_v1.json,IAO:0000325,footnote section,0
PMC3906927_v1.json,IAO:0000316,introduction section,2
PMC3906927_v1.json,IAO:0000317,methods section,2
PMC3906927_v1.json,IAO:0000319,discussion section,2
PMC3906927_v1.json,IAO:0000615,conclusion section,2
PMC3906927_v1.json,IAO:0000318,results section,1
PMC3906927_v1.json,IAO:0000305,document title,0
PMC3906927_v1.json,IAO:0000315,textual abstract section,0
PMC3906927_v1.json,IAO:0000323,author contributions section,0
PMC3906927_v1.json,IAO:0000606,abbreviations section,0
PMC3906927_v1.json,IAO:0000616,conflict of interest section,0
PMC3906927_v1.json,IAO:0000630,keywords section,0
PMC3967182_v1.json,IAO:0000319,discussion section,16
PMC3967182_v1.json,IAO:0000316,introduction section,5
PMC3967182_v1.json,IAO:0000317,methods section,3
PMC3967182_v1.json,IAO:0000633,materials section,3
PMC3967182_v1.json,IAO:0000615,conclusion section,2
PMC3967182_v1.json,IAO:0000315,textual abstract section,1
PMC3967182_v1.json,IAO:0000318,results section,1
PMC3967182_v1.json,IAO:0000305,document title,0
PMC3967182_v1.json,IAO:0000314,document part,0
PMC3967182_v1.json,IAO:0000324,acknowledgements section,0
PMC3967182_v1.json,IAO:0000616,conflict of interest section,0
PMC3967182_v1.json,IAO:0000630,keywords section,0
PMC4025104_v1.json,IAO:0000317,methods section,4
PMC4025104_v1.json,IAO:0000316,introduction section,3
PMC4025104_v1.json,IAO:0000319,discussion section,3
PMC4025104_v1.json,IAO:0000305,document title,0
PMC4025104_v1.json,IAO:0000315,textual abstract section,0
PMC4025104_v1.json,IAO:0000318,results section,0
PMC4025104_v1.json,IAO:0000324,acknowledgements section,0
PMC4025104_v1.json,IAO:0000630,keywords section,0
PMC4028207_v1.json,IAO:0000318,results section,2
PMC4028207_v1.json,IAO:0000316,introduction section,1
PMC4028207_v1.json,IAO:0000317,methods section,1
PMC4028207_v1.json,IAO:0000623,funding source declaration section,1
PMC4028207_v1.json,IAO:0000305,document title,0
PMC4028207_v1.json,IAO:0000315,textual abstract section,0
PMC4028207_v1.json,IAO:0000615,conclusion section,0
PMC4030449_v1.json,IAO:0000315,textual abstract section,2
PMC4030449_v1.json,IAO:0000316,introduction section,2
PMC4030449_v1.json,IAO:0000317,methods section,2
PMC4030449_v1.json,IAO:0000633,materials section,2
PMC4030449_v1.json,IAO:0000305,document title,1
PMC4030449_v1.json,IAO:0000318,results section,1
PMC4030449_v1.json,IAO:0000319,discussion section,1
PMC4030449_v1.json,IAO:0000325,footnote section,1
PMC4030449_v1.json,IAO:0000324,acknowledgements section,0
PMC4040477_v1.json,IAO:0000319,discussion section,5
PMC4040477_v1.json,IAO:0000305,document title,1
PMC4040477_v1.json,IAO:0000317,methods section,1
PMC4040477_v1.json,IAO:0000615,conclusion section,1
PMC4040477_v1.json,IAO:0000315,textual abstract section,0
PMC4040477_v1.json,IAO:0000316,introduction section,0
PMC4040477_v1.json,IAO:0000318,results section,0
PMC4040477_v1.json,IAO:0000323,author contributions section,0
PMC4040477_v1.json,IAO:0000616,conflict of interest section,0
PMC4040477_v1.json,IAO:0000630,keywords section,0
PMC4048279_v1.json,IAO:0000317,methods section,15
PMC4048279_v1.json,IAO:0000319,discussion section,14
PMC4048279_v1.json,IAO:0000318,results section,13
PMC4048279_v1.json,IAO:0000316,introduction section,6
